id,author,geometry,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
1615,Janssen,annulus,6.89,1519,-0.0184,12.7,42.3,1778,4.9
1236,Weatherhead,tube,13.79,2645,-0.1019,7.7,7.7,457,4.5
105,Thompson,tube,3.45,7622,0.0591,10.3,10.3,762,4.7
689,Thompson,tube,11.03,4069,0.0498,11.5,11.5,1524,2.8
1489,Beus,annulus,13.79,1340,-0.0135,5.6,15.2,2134,1.6
827,Thompson,tube,13.79,2760,-0.0313,4.7,4.7,305,4.2
63,Thompson,tube,3.86,4069,0.0902,5.6,5.6,432,6.7
853,Thompson,tube,13.79,1063,0.0001,4.7,4.7,318,3.2
1260,Weatherhead,tube,13.79,1655,0.0929,7.7,7.7,457,1.9
224,Thompson,tube,6.89,3797,-0.022,10.3,10.3,762,4.8
146,Thompson,tube,7.0,1383,0.1601,4.6,4.6,229,5.7
1089,Thompson,tube,13.79,1777,0.0718,7.8,7.8,591,2.3
374,Thompson,tube,6.89,4069,0.16,11.5,11.5,1727,2.3
1323,Weatherhead,tube,13.79,1967,0.0229,11.1,11.1,457,2.0
1705,Janssen,annulus,6.89,2319,0.0824,4.6,11.3,1778,2.2
1396,Williams,tube,11.03,4092,0.023,9.5,9.5,1836,3.2
1498,Beus,annulus,11.03,2712,0.0747,5.6,15.2,2134,2.0
1186,Thompson,tube,18.27,816,-0.1284,3.0,3.0,150,1.2
10,Peskov,tube,10.0,1000,0.0103,10.0,10.0,565,4.3
450,Thompson,tube,6.89,2685,-0.0246,23.6,23.6,610,3.7
709,Thompson,tube,12.07,3255,-0.0458,1.9,1.9,152,6.6
256,Thompson,tube,6.89,6062,-0.0595,10.3,10.3,762,6.5
883,Thompson,tube,13.79,3391,-0.0224,4.7,4.7,318,5.3
390,Thompson,tube,6.89,1668,-0.0022,12.4,12.4,610,4.9
909,Thompson,tube,13.79,4964,0.0943,4.7,4.7,318,2.8
925,Thompson,tube,13.79,6239,-0.1208,4.7,4.7,318,7.3
1595,Janssen,annulus,6.85,1165,0.1396,12.7,42.3,2743,2.9
1152,Thompson,tube,17.24,1939,-0.0589,1.9,1.9,152,2.8
461,Thompson,tube,6.89,5384,-0.0629,23.6,23.6,610,4.4
1607,Janssen,annulus,6.89,2292,0.0797,12.7,42.3,1778,3.4
959,Thompson,tube,13.79,678,0.0334,7.7,7.7,457,2.7
502,Thompson,tube,6.89,7405,-0.0054,23.6,23.6,1972,3.8
740,Thompson,tube,13.79,2455,-0.0594,1.9,1.9,152,4.0
1859,Richenderfer,plate,1.01,1000,-0.0434,15.0,120.0,10,9.0
869,Thompson,tube,13.79,1899,-0.0833,4.7,4.7,318,3.9
732,Thompson,tube,13.79,2224,-0.0358,1.9,1.9,152,3.3
540,Thompson,tube,6.89,5493,-0.0229,37.5,37.5,1953,3.9
698,Thompson,tube,12.07,2509,-0.0466,1.9,1.9,152,5.1
1297,Weatherhead,tube,13.79,1221,0.1936,7.7,7.7,457,1.4
1282,Weatherhead,tube,13.79,1410,-0.0568,7.7,7.7,457,3.2
1146,Thompson,tube,15.51,2495,-0.1004,1.9,1.9,696,2.4
1032,Thompson,tube,13.79,2034,0.0226,7.7,7.7,457,2.7
373,Thompson,tube,6.89,4069,0.1651,11.5,11.5,1359,2.5
668,Thompson,tube,11.03,2034,0.0869,11.5,11.5,1143,2.8
1614,Janssen,annulus,6.89,2292,0.1106,12.7,42.3,1778,2.9
358,Thompson,tube,6.96,4054,0.1177,10.8,10.8,864,2.6
968,Thompson,tube,13.79,913,0.1679,7.7,7.7,457,1.7
784,Thompson,tube,13.79,3445,0.0639,4.6,4.6,295,2.1
736,Thompson,tube,13.79,2401,-0.0574,1.9,1.9,152,5.1
1036,Thompson,tube,13.79,2563,0.064,7.7,7.7,457,2.3
971,Thompson,tube,13.79,929,-0.0202,7.7,7.7,457,2.7
1426,Williams,tube,15.17,670,0.1651,9.5,9.5,1836,1.2
1388,Weatherhead,tube,13.79,346,0.0033,11.1,11.1,457,2.5
1425,Williams,tube,13.79,4073,0.1512,9.5,9.5,1836,1.6
1392,Williams,tube,8.27,4036,0.0537,9.5,9.5,1836,2.8
1827,Kossolapov,plate,0.1,336,-0.0187,15.0,120.0,10,2.1
1606,Janssen,annulus,6.89,2292,0.1086,12.7,42.3,1778,2.9
886,Thompson,tube,13.79,3458,-0.0541,4.7,4.7,318,4.8
80,Thompson,tube,3.45,3784,0.1508,10.3,10.3,762,4.4
1173,Thompson,tube,17.24,2089,-0.1339,1.9,1.9,696,2.1
815,Thompson,tube,13.79,1302,-0.0232,4.7,4.7,305,3.3
1199,Thompson,tube,18.96,2048,-0.1926,1.9,1.9,152,3.7
672,Thompson,tube,11.03,3391,0.099,11.5,11.5,1143,1.8
1433,Williams,tube,15.17,4059,0.0375,9.5,9.5,1836,2.8
58,Thompson,tube,3.83,2889,0.0666,4.6,4.6,229,8.2
134,Thompson,tube,3.9,4069,0.0184,10.8,10.8,864,5.1
1141,Thompson,tube,15.51,3743,0.001,1.9,1.9,152,5.6
934,Thompson,tube,13.79,7473,0.0865,4.7,4.7,318,3.5
1576,Janssen,annulus,6.89,1546,0.0967,12.7,42.3,2743,3.4
824,Thompson,tube,13.79,2156,-0.0069,4.7,4.7,305,3.5
505,Thompson,tube,6.89,678,0.2034,37.5,37.5,1953,2.9
1657,Janssen,annulus,9.68,2292,0.0113,12.7,42.3,1778,3.7
348,Thompson,tube,6.89,4069,0.0179,10.8,10.8,864,4.1
387,Thompson,tube,6.89,1492,0.1422,12.4,12.4,610,3.8
1025,Thompson,tube,13.79,1980,0.07,7.7,7.7,457,2.3
895,Thompson,tube,13.79,3770,0.129,4.7,4.7,318,2.6
829,Thompson,tube,13.79,2767,-0.0322,4.7,4.7,305,4.2
1764,Janssen,annulus,9.65,5561,0.0275,12.7,38.1,914,3.1
476,Thompson,tube,6.89,1926,0.0191,23.6,23.6,1972,3.0
1476,Beus,annulus,13.79,2717,0.1233,5.6,15.2,2134,1.3
1499,Beus,annulus,11.03,1345,0.1459,5.6,15.2,2134,1.2
653,Thompson,tube,11.1,3391,0.0613,11.5,11.5,914,2.6
173,Thompson,tube,6.86,1926,0.165,5.6,5.6,216,5.3
1150,Thompson,tube,15.51,3743,-0.0579,1.9,1.9,696,3.7
39,Thompson,tube,0.1,2821,0.0864,1.0,1.0,51,7.1
714,Thompson,tube,12.07,4082,-0.0202,1.9,1.9,152,4.7
91,Thompson,tube,3.45,3933,0.1434,10.3,10.3,762,4.4
1804,Mortimore,annulus,13.79,2699,0.0446,5.0,13.3,2134,2.0
876,Thompson,tube,13.79,2862,0.0576,4.7,4.7,318,3.7
1641,Janssen,annulus,8.27,1519,0.0522,12.7,42.3,1778,3.7
1094,Thompson,tube,13.79,2061,0.0598,7.8,7.8,591,2.2
1156,Thompson,tube,17.24,2184,-0.1437,1.9,1.9,152,4.8
1269,Weatherhead,tube,13.79,1655,0.0948,7.7,7.7,457,1.8
1824,Kossolapov,plate,0.1,340,-0.0466,15.0,120.0,10,4.3
500,Thompson,tube,6.89,5520,-0.1099,23.6,23.6,1972,5.5
339,Thompson,tube,7.0,3458,0.0731,10.8,10.8,864,2.9
1189,Thompson,tube,18.27,857,-0.1199,3.0,3.0,150,1.1
29,Thompson,tube,0.1,2794,0.0128,1.0,1.0,25,9.7
1233,Weatherhead,tube,13.79,2550,0.0628,7.7,7.7,457,2.3
1732,Janssen,annulus,6.89,5588,-0.0408,6.4,15.9,914,4.3
946,Thompson,tube,13.79,5208,0.0247,5.7,5.7,625,3.6
170,Thompson,tube,6.89,6157,0.0073,4.7,4.7,318,6.7
1308,Weatherhead,tube,13.79,929,0.1693,7.7,7.7,457,1.8
1198,Thompson,tube,18.96,2048,-0.2558,1.9,1.9,152,4.2
913,Thompson,tube,13.79,5316,-0.331,4.7,4.7,318,9.5
492,Thompson,tube,6.89,3811,0.0682,23.6,23.6,1972,2.0
954,Thompson,tube,13.79,5316,-0.1556,5.7,5.7,625,6.6
1098,Thompson,tube,13.79,2116,0.0792,7.8,7.8,591,2.3
1033,Thompson,tube,13.79,2034,0.0936,7.7,7.7,457,1.8
588,Thompson,tube,11.14,4069,0.1112,9.3,9.3,1524,1.9
751,Thompson,tube,13.79,3920,-0.0134,1.9,1.9,152,5.4
658,Thompson,tube,11.0,3391,0.0393,11.5,11.5,914,3.0
235,Thompson,tube,6.89,4042,-0.0321,10.3,10.3,762,4.9
733,Thompson,tube,13.79,2251,-0.0335,1.9,1.9,152,3.9
1527,Janssen,annulus,6.89,1519,0.1975,8.5,22.3,2743,2.5
1157,Thompson,tube,17.24,2184,-0.1342,1.9,1.9,152,4.8
1660,Janssen,annulus,6.85,770,0.1212,22.2,96.3,1778,2.5
1735,Janssen,annulus,6.84,2821,0.0893,6.4,15.9,914,3.1
935,Thompson,tube,13.79,7975,-0.2001,4.7,4.7,318,7.9
1210,Thompson,tube,18.96,3458,-0.1517,1.9,1.9,152,4.7
1066,Thompson,tube,13.79,1260,0.1785,7.8,7.8,591,2.0
109,Thompson,tube,3.45,7893,-0.0071,10.3,10.3,762,4.8
1442,Beus,annulus,15.51,1351,0.2201,5.6,15.2,2134,1.0
569,Thompson,tube,11.03,1017,0.1733,9.3,9.3,762,2.8
1168,Thompson,tube,17.24,2889,-0.1317,1.9,1.9,152,5.1
1175,Thompson,tube,17.24,2197,0.0292,1.9,1.9,696,2.4
891,Thompson,tube,13.79,3608,-0.0805,4.7,4.7,318,6.2
948,Thompson,tube,13.79,5262,-0.3924,5.7,5.7,625,8.9
1049,Thompson,tube,13.79,2712,-0.0638,7.7,7.7,457,4.1
1259,Weatherhead,tube,13.79,1682,0.0484,7.7,7.7,457,2.3
1303,Weatherhead,tube,13.79,936,-0.2364,7.7,7.7,457,4.1
1349,Weatherhead,tube,13.79,1344,0.0384,11.1,11.1,457,2.0
885,Thompson,tube,13.79,3404,-0.0532,4.7,4.7,318,5.8
1566,Janssen,annulus,6.89,1926,0.2011,8.5,22.3,1829,2.2
851,Thompson,tube,13.79,1020,-0.082,4.7,4.7,318,2.1
735,Thompson,tube,13.79,2387,-0.0537,1.9,1.9,152,5.1
718,Thompson,tube,12.07,2835,-0.074,1.9,1.9,696,2.5
455,Thompson,tube,6.89,3797,0.0135,23.6,23.6,610,3.1
265,Thompson,tube,6.89,7554,-0.0416,10.3,10.3,762,5.9
76,Thompson,tube,3.45,3743,0.153,10.3,10.3,762,4.4
1552,Janssen,annulus,6.83,1533,0.1192,8.5,22.3,1829,3.5
445,Thompson,tube,6.89,1872,-0.0962,23.6,23.6,610,4.4
396,Thompson,tube,6.89,2645,0.003,12.4,12.4,610,4.5
177,Thompson,tube,6.93,3323,0.1178,5.6,5.6,216,4.9
1043,Thompson,tube,13.79,2645,-0.1019,7.7,7.7,457,4.5
1623,Janssen,annulus,4.13,2292,0.1124,12.7,42.3,1778,3.1
1305,Weatherhead,tube,13.79,943,-0.1303,7.7,7.7,457,3.2
1285,Weatherhead,tube,13.79,1356,0.1323,7.7,7.7,457,1.8
596,Thompson,tube,10.34,3947,-0.0547,10.3,10.3,762,5.1
62,Thompson,tube,3.86,4136,0.0436,5.6,5.6,216,7.3
873,Thompson,tube,13.79,2550,0.186,4.7,4.7,318,2.3
1791,Janssen,annulus,6.99,2278,0.047,8.5,24.6,1778,3.7
1762,Janssen,annulus,9.68,5547,-0.0404,12.7,38.1,914,4.3
279,Thompson,tube,6.89,5289,-0.0378,10.3,10.3,794,6.0
37,Thompson,tube,0.1,1336,0.1904,1.0,1.0,51,4.9
1445,Beus,annulus,15.51,2717,0.0537,5.6,15.2,2134,2.0
663,Thompson,tube,11.03,4123,0.0649,11.5,11.5,914,2.1
1845,Richenderfer,plate,0.2,2000,-0.0096,15.0,120.0,10,4.9
1456,Beus,annulus,11.03,1359,0.1867,5.6,15.2,2134,1.0
978,Thompson,tube,13.79,963,-0.2585,7.7,7.7,457,4.0
1471,Beus,annulus,15.51,3674,-0.3137,5.6,15.2,2134,3.3
739,Thompson,tube,13.79,2441,-0.0546,1.9,1.9,152,4.0
192,Thompson,tube,6.89,4055,0.0562,5.6,5.6,432,5.3
920,Thompson,tube,13.79,5900,-0.0431,4.7,4.7,318,5.9
457,Thompson,tube,6.89,3825,-0.0969,23.6,23.6,610,5.2
676,Thompson,tube,11.1,4055,0.0442,11.5,11.5,1143,2.9
761,Thompson,tube,13.79,1600,0.0776,3.6,3.6,76,3.9
1687,Janssen,annulus,6.92,2278,0.0545,8.5,24.6,1778,3.8
729,Thompson,tube,12.41,542,0.1725,19.8,19.8,610,2.0
413,Thompson,tube,6.89,3770,0.1655,12.8,12.8,1930,2.0
1099,Thompson,tube,13.79,2129,0.0829,7.8,7.8,591,2.3
826,Thompson,tube,13.79,2760,0.0496,4.7,4.7,305,2.9
1638,Janssen,annulus,5.51,1519,0.0084,12.7,42.3,1778,5.0
617,Thompson,tube,10.34,4855,-0.1227,10.3,10.3,762,6.7
115,Thompson,tube,3.86,3797,0.1078,10.8,10.8,432,5.3
418,Thompson,tube,6.89,3825,0.0675,12.8,12.8,1930,2.5
1779,Janssen,annulus,6.89,829,-0.0078,12.7,38.1,737,4.5
970,Thompson,tube,13.79,926,0.0808,7.7,7.7,457,2.3
605,Thompson,tube,10.34,4774,-0.1125,10.3,10.3,762,6.8
1786,Janssen,annulus,6.89,3065,0.1204,8.5,24.6,1778,2.5
90,Thompson,tube,3.45,3906,0.1447,10.3,10.3,762,4.4
849,Thompson,tube,13.79,903,0.1065,4.7,4.7,318,1.6
1421,Williams,tube,13.79,4039,0.099,9.5,9.5,1836,2.1
1785,Janssen,annulus,6.96,551,0.1674,12.7,38.1,737,2.7
754,Thompson,tube,13.79,2604,-0.0313,1.9,1.9,696,2.5
499,Thompson,tube,6.89,5479,-0.0666,23.6,23.6,1972,4.8
1277,Weatherhead,tube,13.79,1318,0.0884,7.7,7.7,457,2.3
12,Peskov,tube,12.0,1000,-0.0868,10.0,10.0,565,3.5
397,Thompson,tube,6.89,2685,0.0151,12.4,12.4,610,4.5
285,Thompson,tube,6.89,6117,-0.0624,10.3,10.3,794,6.2
1067,Thompson,tube,13.79,1272,0.1714,7.8,7.8,591,2.0
1192,Thompson,tube,18.96,1844,-0.0925,1.9,1.9,152,2.6
1630,Janssen,annulus,4.16,749,0.1329,12.7,42.3,1778,3.5
691,Thompson,tube,11.07,4069,0.0769,11.5,11.5,1524,2.0
1526,Janssen,annulus,6.89,1519,0.1998,8.5,22.3,2743,2.2
1748,Janssen,annulus,9.68,5615,-0.0058,6.4,15.9,914,3.1
690,Thompson,tube,11.03,4069,0.0597,11.5,11.5,1524,2.4
852,Thompson,tube,13.79,1062,0.0742,4.7,4.7,318,1.9
160,Thompson,tube,6.89,3065,0.1827,4.7,4.7,318,4.6
896,Thompson,tube,13.79,3784,-0.4456,4.7,4.7,318,10.0
1475,Beus,annulus,13.79,3673,0.0847,5.6,15.2,2134,1.5
258,Thompson,tube,6.89,6089,-0.0573,10.3,10.3,762,6.6
336,Thompson,tube,6.72,2021,0.121,10.8,10.8,864,3.4
1752,Janssen,annulus,9.61,5615,-0.0945,6.4,15.9,914,4.3
1040,Thompson,tube,13.79,2618,0.0928,7.7,7.7,457,1.8
516,Thompson,tube,6.89,1370,-0.0715,37.5,37.5,1953,3.8
1016,Thompson,tube,13.79,1668,-0.077,7.7,7.7,457,3.6
769,Thompson,tube,13.79,7093,0.0647,3.6,3.6,76,6.0
1637,Janssen,annulus,5.51,1519,0.0126,12.7,42.3,1778,4.6
762,Thompson,tube,13.79,2102,-0.1438,3.6,3.6,76,7.0
1247,Weatherhead,tube,13.79,1980,-0.0158,7.7,7.7,457,3.1
1204,Thompson,tube,18.96,2726,-0.3826,1.9,1.9,152,5.2
1379,Weatherhead,tube,13.79,689,0.0196,11.1,11.1,457,2.2
1849,Richenderfer,plate,0.51,1000,-0.0204,15.0,120.0,10,6.2
522,Thompson,tube,6.89,1912,-0.0264,37.5,37.5,1953,3.2
23,Peskov,tube,18.0,750,-0.1488,10.0,10.0,1650,0.9
357,Thompson,tube,6.9,4048,0.0003,10.8,10.8,864,4.3
1278,Weatherhead,tube,13.79,1343,0.1113,7.7,7.7,457,1.8
1313,Weatherhead,tube,13.79,739,-0.1756,7.7,7.7,457,3.5
1575,Janssen,annulus,6.93,1519,0.1104,12.7,42.3,2743,3.4
341,Thompson,tube,7.0,3770,0.0477,10.8,10.8,864,3.1
432,Thompson,tube,6.89,2319,0.0065,23.6,23.6,610,3.2
474,Thompson,tube,6.89,1926,0.1855,23.6,23.6,1972,2.1
218,Thompson,tube,6.93,4069,0.0944,9.3,9.3,1727,2.8
912,Thompson,tube,13.79,5249,0.0753,4.7,4.7,318,4.1
1228,Weatherhead,tube,13.79,2618,-0.1023,7.7,7.7,457,4.5
1494,Beus,annulus,11.03,3677,0.0765,5.6,15.2,2134,1.8
1012,Thompson,tube,13.79,1655,0.0948,7.7,7.7,457,1.8
1815,Mortimore,annulus,8.27,1339,0.1869,5.0,13.3,2134,1.5
94,Thompson,tube,3.45,3960,0.0818,10.3,10.3,762,4.5
1009,Thompson,tube,13.79,1655,-0.1381,7.7,7.7,457,4.1
1071,Thompson,tube,13.79,1356,0.0224,7.8,7.8,591,2.5
1093,Thompson,tube,13.79,2061,0.0622,7.8,7.8,591,2.2
1693,Janssen,annulus,6.89,1533,0.1157,8.5,24.6,1778,2.9
1309,Weatherhead,tube,13.79,694,-0.0573,7.7,7.7,457,3.6
697,Thompson,tube,12.07,2428,-0.025,1.9,1.9,152,4.1
1674,Janssen,annulus,6.89,3052,0.1321,8.5,24.6,1778,2.5
997,Thompson,tube,13.79,1383,-0.1775,7.7,7.7,457,4.1
154,Thompson,tube,7.34,2550,0.0655,4.6,4.6,229,6.2
1100,Thompson,tube,13.79,2143,0.0336,7.8,7.8,591,2.5
1609,Janssen,annulus,6.89,2278,0.0109,12.7,42.3,1778,4.2
1863,Richenderfer,plate,1.01,2000,-0.0109,15.0,120.0,10,10.8
790,Thompson,tube,13.79,3635,0.1026,4.6,4.6,295,2.3
581,Thompson,tube,11.07,4069,0.0113,9.3,9.3,762,4.0
704,Thompson,tube,12.07,3201,-0.0531,1.9,1.9,152,6.6
1213,Thompson,tube,18.96,1939,-0.0874,1.9,1.9,696,2.1
1296,Weatherhead,tube,13.79,1356,0.0852,7.7,7.7,457,1.8
1560,Janssen,annulus,6.89,1533,0.186,8.5,22.3,1829,2.1
1261,Weatherhead,tube,13.79,1614,0.134,7.7,7.7,457,1.6
488,Thompson,tube,6.89,3486,0.079,23.6,23.6,1972,2.0
560,Thompson,tube,10.48,2387,0.0916,4.6,4.6,229,3.9
1142,Thompson,tube,15.51,3811,-0.0204,1.9,1.9,152,5.2
1120,Thompson,tube,13.79,1763,0.2054,10.4,10.4,1829,1.1
802,Thompson,tube,13.79,4136,0.0684,4.6,4.6,295,3.0
513,Thompson,tube,6.89,1356,0.173,37.5,37.5,1953,2.1
634,Thompson,tube,10.34,7351,-0.0677,10.3,10.3,762,6.2
1380,Weatherhead,tube,13.79,682,0.0823,11.1,11.1,457,1.9
1669,Janssen,annulus,6.92,381,0.1363,22.2,96.3,1778,3.3
1151,Thompson,tube,15.51,3879,-0.0692,1.9,1.9,696,3.8
791,Thompson,tube,13.79,3675,0.1043,4.6,4.6,295,2.4
117,Thompson,tube,3.86,4069,0.0117,10.8,10.8,432,5.4
741,Thompson,tube,13.79,3038,-0.032,1.9,1.9,152,5.4
1582,Janssen,annulus,6.89,2292,0.1206,12.7,42.3,2743,2.1
1082,Thompson,tube,13.79,1587,0.0129,7.8,7.8,591,2.5
831,Thompson,tube,13.79,2794,-0.0367,4.7,4.7,305,4.1
120,Thompson,tube,3.86,4123,0.0379,10.8,10.8,432,5.0
657,Thompson,tube,11.03,3391,0.0854,11.5,11.5,914,2.1
1776,Janssen,annulus,6.89,830,0.1045,12.7,38.1,737,3.2
636,Thompson,tube,10.34,7432,-0.0698,10.3,10.3,762,6.2
370,Thompson,tube,7.08,4066,0.0487,10.8,10.8,1727,2.8
269,Thompson,tube,6.89,4001,-0.0092,10.3,10.3,794,5.1
656,Thompson,tube,11.03,3391,0.0854,11.5,11.5,914,2.1
936,Thompson,tube,13.79,1302,-0.1235,5.7,5.7,625,3.5
823,Thompson,tube,13.79,2143,0.1331,4.7,4.7,305,2.2
867,Thompson,tube,13.79,1872,-0.3206,4.7,4.7,318,5.3
47,Thompson,tube,2.14,6781,-0.0134,1.1,1.1,114,5.8
1374,Weatherhead,tube,13.79,688,-0.3183,11.1,11.1,457,3.5
1692,Janssen,annulus,6.92,1519,0.1494,8.5,24.6,1778,2.6
992,Thompson,tube,13.79,1356,-0.1965,7.7,7.7,457,4.1
877,Thompson,tube,13.79,2862,0.0798,4.7,4.7,318,3.1
774,Thompson,tube,13.79,2563,0.1036,4.6,4.6,295,2.1
1220,Thompson,tube,18.96,3648,-0.3657,1.9,1.9,696,3.5
1865,Richenderfer,plate,1.01,2000,-0.0434,15.0,120.0,10,11.5
5,Inasaka,tube,0.64,4700,-0.0849,3.0,3.0,100,11.0
1004,Thompson,tube,13.79,1465,-0.2834,7.7,7.7,457,5.0
1612,Janssen,annulus,6.92,2292,0.0197,12.7,42.3,1778,4.0
264,Thompson,tube,6.89,7554,-0.0416,10.3,10.3,762,5.9
1469,Beus,annulus,15.51,2733,-0.0517,5.6,15.2,2134,2.2
1708,Janssen,annulus,6.87,2306,0.0496,4.6,11.3,1778,2.8
444,Thompson,tube,6.89,1383,-0.0865,23.6,23.6,610,4.8
1003,Thompson,tube,13.79,1410,-0.0568,7.7,7.7,457,3.2
1078,Thompson,tube,13.79,1492,0.1146,7.8,7.8,591,2.1
838,Thompson,tube,13.79,3452,-0.0595,4.7,4.7,305,4.7
1672,Janssen,annulus,6.92,382,0.0768,22.2,96.3,1778,4.2
305,Thompson,tube,6.89,7934,-0.0635,10.3,10.3,794,8.0
1366,Weatherhead,tube,13.79,681,-0.0103,11.1,11.1,457,2.8
1457,Beus,annulus,11.03,1358,0.1891,5.6,15.2,2134,1.0
314,Thompson,tube,6.86,3784,-0.0478,10.8,10.8,216,5.5
150,Thompson,tube,6.93,2401,0.1356,4.6,4.6,229,4.8
1149,Thompson,tube,15.51,3689,-0.1182,1.9,1.9,696,3.5
1214,Thompson,tube,18.96,1980,-0.1515,1.9,1.9,696,2.1
575,Thompson,tube,11.14,2034,-0.0254,9.3,9.3,762,4.1
51,Thompson,tube,4.03,2631,0.1312,4.6,4.6,229,6.5
1788,Janssen,annulus,6.85,3052,0.0176,8.5,24.6,1778,4.2
727,Thompson,tube,12.41,542,0.1959,19.8,19.8,610,1.8
834,Thompson,tube,13.79,2798,-0.0277,4.7,4.7,305,4.3
1378,Weatherhead,tube,13.79,673,-0.0514,11.1,11.1,457,2.5
1116,Thompson,tube,13.79,2916,0.0804,7.8,7.8,591,2.3
1167,Thompson,tube,17.24,2889,-0.1977,1.9,1.9,152,6.0
471,Thompson,tube,6.89,1912,0.195,23.6,23.6,1972,2.1
972,Thompson,tube,13.79,929,0.1693,7.7,7.7,457,1.8
654,Thompson,tube,11.1,3391,0.0585,11.5,11.5,914,2.5
400,Thompson,tube,6.89,1926,0.0803,12.8,12.8,1930,3.4
512,Thompson,tube,6.89,1343,0.099,37.5,37.5,1953,2.6
321,Thompson,tube,6.79,1763,0.1959,10.8,10.8,432,3.6
20,Peskov,tube,16.0,1000,0.1228,10.0,10.0,565,1.1
685,Thompson,tube,11.1,2712,0.0997,11.5,11.5,1524,2.2
36,Thompson,tube,0.1,5642,0.0344,1.0,1.0,38,14.7
903,Thompson,tube,13.79,4774,-0.1989,4.7,4.7,318,6.4
828,Thompson,tube,13.79,2760,-0.034,4.7,4.7,305,4.2
1677,Janssen,annulus,6.92,3092,0.057,8.5,24.6,1778,3.4
408,Thompson,tube,6.89,2740,0.1628,12.8,12.8,1930,2.4
921,Thompson,tube,13.79,6022,-0.0379,4.7,4.7,318,5.5
538,Thompson,tube,6.89,5425,-0.1536,37.5,37.5,1953,6.7
759,Thompson,tube,13.79,3920,-0.0571,1.9,1.9,696,3.7
1063,Thompson,tube,13.79,1193,-0.0298,7.8,7.8,591,2.6
1200,Thompson,tube,18.96,2061,-0.1554,1.9,1.9,152,3.4
246,Thompson,tube,6.89,5778,-0.0251,10.3,10.3,762,5.0
1417,Williams,tube,13.79,2772,0.0863,9.5,9.5,1836,1.9
1128,Thompson,tube,15.51,2306,-0.0556,1.9,1.9,152,4.4
785,Thompson,tube,13.79,3486,0.073,4.6,4.6,295,3.1
1628,Janssen,annulus,4.13,746,0.1467,12.7,42.3,1778,3.7
490,Thompson,tube,6.89,3716,0.0802,23.6,23.6,1972,1.9
155,Thompson,tube,7.0,2590,0.0709,4.6,4.6,229,5.7
962,Thompson,tube,13.79,693,0.0145,7.7,7.7,457,2.7
854,Thompson,tube,13.79,1078,-0.0083,4.7,4.7,318,2.2
1312,Weatherhead,tube,13.79,671,0.1476,7.7,7.7,457,2.2
626,Thompson,tube,10.34,5913,-0.0987,10.3,10.3,762,6.5
686,Thompson,tube,10.93,2712,0.1455,11.5,11.5,1524,1.7
1461,Beus,annulus,15.51,3669,0.0707,5.6,15.2,2134,1.8
570,Thompson,tube,11.0,2034,0.141,9.3,9.3,762,2.1
1777,Janssen,annulus,6.89,827,0.0668,12.7,38.1,737,3.9
18,Peskov,tube,16.0,3861,-0.0514,10.0,10.0,660,3.1
128,Thompson,tube,3.96,3974,0.1272,10.8,10.8,864,3.8
1347,Weatherhead,tube,13.79,1345,-0.0715,11.1,11.1,457,2.6
1280,Weatherhead,tube,13.79,1465,-0.2834,7.7,7.7,457,5.0
1834,Richenderfer,plate,0.1,1500,-0.0187,15.0,120.0,10,4.9
928,Thompson,tube,13.79,6985,-0.3263,4.7,4.7,318,10.8
981,Thompson,tube,13.79,1302,0.0249,7.7,7.7,457,2.7
1830,Richenderfer,plate,0.1,1000,-0.0093,15.0,120.0,10,3.5
191,Thompson,tube,6.89,4055,0.0511,5.6,5.6,432,5.2
1140,Thompson,tube,15.51,3675,-0.0127,1.9,1.9,152,5.1
993,Thompson,tube,13.79,1356,0.0852,7.7,7.7,457,1.8
1821,Kossolapov,plate,0.1,310,-0.0929,15.0,120.0,10,7.5
1551,Janssen,annulus,6.96,1533,0.1482,8.5,22.3,1829,2.9
607,Thompson,tube,10.34,4815,-0.1248,10.3,10.3,762,6.6
181,Thompson,tube,6.89,4150,-0.0668,5.6,5.6,216,7.2
302,Thompson,tube,6.89,7785,-0.0569,10.3,10.3,794,8.1
497,Thompson,tube,6.89,5411,-0.0306,23.6,23.6,1972,3.9
1587,Janssen,annulus,6.89,2292,0.0423,12.7,42.3,2743,3.7
1600,Janssen,annulus,6.89,1519,0.0752,12.7,42.3,1778,3.6
1556,Janssen,annulus,6.89,1519,0.1356,8.5,22.3,1829,3.0
1533,Janssen,annulus,6.91,1533,0.2085,8.5,22.3,2743,2.6
518,Thompson,tube,6.89,1885,0.0585,37.5,37.5,1953,2.5
1850,Richenderfer,plate,0.51,1000,-0.0407,15.0,120.0,10,7.2
1070,Thompson,tube,13.79,1351,0.0165,7.8,7.8,591,2.6
477,Thompson,tube,6.89,1926,0.0934,23.6,23.6,1972,2.2
158,Thompson,tube,6.76,2821,-0.0711,4.6,4.6,229,8.0
1244,Weatherhead,tube,13.79,2034,-0.1488,7.7,7.7,457,4.5
1196,Thompson,tube,18.96,2034,-0.2493,1.9,1.9,152,4.2
17,Peskov,tube,14.0,2200,0.1344,10.0,10.0,893,1.1
1073,Thompson,tube,13.79,1383,0.0372,7.8,7.8,591,2.2
1837,Richenderfer,plate,0.1,2000,-0.0187,15.0,120.0,10,5.2
